ProbeID	Chromosome	Start	End	Gene	TCGA-BRCA_Status	TCGA-LUSC_Status	Concordance
cg12513520	chr10	133036809	133036810	NA	Hypomethylated	Hypomethylated	Concordant
cg09129395	chr10	133036823	133036824	NA	Hypomethylated	Hypomethylated	Concordant
cg13882345	chr10	133044685	133044686	NA	Hypomethylated	Hypomethylated	Concordant
cg08302433	chr10	133044938	133044939	NA	Hypomethylated	Hypomethylated	Concordant
cg07374823	chr10	133046621	133046622	NA	Hypomethylated	Hypomethylated	Concordant
cg17950900	chr10	133046706	133046707	NA	Hypomethylated	Hypomethylated	Concordant
cg27652681	chr10	133047356	133047357	NA	Hypomethylated	Hypomethylated	Concordant
cg05098512	chr10	133047579	133047580	NA	Hypomethylated	Hypomethylated	Concordant
cg15630743	chr10	133050113	133050114	NA	Hypomethylated	Hypomethylated	Concordant
cg08975917	chr10	133054465	133054466	NA	Hypomethylated	Hypomethylated	Concordant
cg25882240	chr10	133054654	133054655	NA	Hypomethylated	Hypomethylated	Concordant
cg08267250	chr10	133058751	133058752	NA	Hypomethylated	Hypomethylated	Concordant
cg18869611	chr10	133060274	133060275	NA	Hypomethylated	Hypomethylated	Concordant
cg25450304	chr10	133060322	133060323	NA	Hypomethylated	Hypomethylated	Concordant
cg00192275	chr10	133061438	133061439	NA	Hypomethylated	Hypomethylated	Concordant
cg15182215	chr10	133062216	133062217	NA	Hypomethylated	Hypomethylated	Concordant
cg16584696	chr10	133062322	133062323	NA	Hypomethylated	Hypomethylated	Concordant
cg09627060	chr10	133062412	133062413	NA	Hypomethylated	Hypomethylated	Concordant
cg24555906	chr10	133068666	133068667	NA	Hypomethylated	Hypomethylated	Concordant
cg19071490	chr10	133069051	133069052	NA	Hypomethylated	Hypomethylated	Concordant
cg13327228	chr10	133070894	133070895	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg27423692	chr10	133072502	133072503	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg03801043	chr10	133076548	133076549	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg17484771	chr10	133076567	133076568	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg17271030	chr10	133076588	133076589	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg12217939	chr10	133076803	133076804	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg26273539	chr10	133076902	133076903	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg09111482	chr10	133077188	133077189	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg09781448	chr10	133077198	133077199	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg18948794	chr10	133080544	133080545	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg14503168	chr10	133081942	133081943	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg11368900	chr10	133082873	133082874	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg24345639	chr10	133082974	133082975	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg09203951	chr10	133084673	133084674	ADGRA1;ADGRA1-AS1	Hypomethylated	Hypomethylated	Concordant
cg00598397	chr10	133085025	133085026	ADGRA1;ADGRA1-AS1	Hypomethylated	Hypomethylated	Concordant
cg02858066	chr10	133086859	133086860	ADGRA1;ADGRA1-AS1	Hypomethylated	Hypomethylated	Concordant
cg14526953	chr10	133088471	133088472	ADGRA1;ADGRA1-AS1	Hypermethylated	Hypermethylated	Concordant
cg23474501	chr10	133088664	133088665	ADGRA1;ADGRA1-AS1	Hypermethylated	Hypermethylated	Concordant
cg07779444	chr10	133088774	133088775	ADGRA1;ADGRA1-AS1	Hypermethylated	Hypermethylated	Concordant
cg23293230	chr10	133094233	133094234	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg15376397	chr10	133094683	133094684	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg20044918	chr10	133095118	133095119	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg05854698	chr10	133097346	133097347	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg10315366	chr10	133097543	133097544	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg00802855	chr10	133097593	133097594	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg15496307	chr10	133098211	133098212	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg22993667	chr10	133098508	133098509	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg26369315	chr10	133098724	133098725	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg23655160	chr10	133098907	133098908	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg20129035	chr10	133105277	133105278	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg17962547	chr10	133105470	133105471	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg23154497	chr10	133106069	133106070	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg01481609	chr10	133106847	133106848	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg02757516	chr10	133108255	133108256	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg00844246	chr10	133114551	133114552	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg03852041	chr10	133114741	133114742	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg02023367	chr10	133115136	133115137	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg20012537	chr10	133115290	133115291	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg04553632	chr10	133115677	133115678	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg10827485	chr10	133116293	133116294	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg17861618	chr10	133116839	133116840	ADGRA1	Hypomethylated	Hypomethylated	Concordant
cg02885519	chr10	133142026	133142027	NA	Hypomethylated	Hypomethylated	Concordant
cg09292354	chr10	133142824	133142825	NA	Hypomethylated	Hypomethylated	Concordant
cg10717401	chr10	133162537	133162538	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg25490633	chr10	133167975	133167976	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg09540629	chr10	133168255	133168256	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg03669358	chr10	133168426	133168427	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg16309350	chr10	133170163	133170164	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg13612253	chr10	133170882	133170883	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg17500742	chr10	133179031	133179032	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg06562644	chr10	133179086	133179087	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg24177611	chr10	133179642	133179643	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg00909156	chr10	133179819	133179820	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg06517181	chr10	133180748	133180749	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg08815970	chr10	133180920	133180921	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg09274040	chr10	133180951	133180952	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg26072930	chr10	133181441	133181442	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg18249107	chr10	133182815	133182816	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg19946742	chr10	133183570	133183571	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg04681394	chr10	133183882	133183883	KNDC1	Hypermethylated	Hypomethylated	Discordant
cg14483771	chr10	133184959	133184960	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg18740861	chr10	133184983	133184984	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg11684930	chr10	133187436	133187437	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg18550632	chr10	133188100	133188101	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg15750941	chr10	133189214	133189215	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg25993216	chr10	133190491	133190492	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg02233518	chr10	133191826	133191827	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg18415382	chr10	133199071	133199072	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg00161878	chr10	133201796	133201797	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg12543219	chr10	133202947	133202948	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg20694495	chr10	133203561	133203562	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg00033834	chr10	133205340	133205341	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg12768979	chr10	133205488	133205489	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg15647050	chr10	133215201	133215202	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg08824220	chr10	133215790	133215791	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg27570873	chr10	133216213	133216214	KNDC1	Hypomethylated	Hypomethylated	Concordant
cg09938275	chr10	133227484	133227485	NA	Hypomethylated	Hypomethylated	Concordant
cg12465710	chr10	133229381	133229382	UTF1	Hypermethylated	Hypermethylated	Concordant
cg02767771	chr10	133229988	133229989	UTF1	Hypermethylated	Hypermethylated	Concordant
cg08708684	chr10	133230002	133230003	UTF1	Hypermethylated	Hypermethylated	Concordant
cg03755123	chr10	133230004	133230005	UTF1	Hypermethylated	Hypermethylated	Concordant
cg11234328	chr10	133230082	133230083	UTF1	Hypermethylated	Hypermethylated	Concordant
cg09053680	chr10	133230610	133230611	UTF1	Hypermethylated	Hypermethylated	Concordant
cg11464895	chr10	133231285	133231286	UTF1	Hypermethylated	Hypermethylated	Concordant
cg00646347	chr10	133231352	133231353	UTF1	Hypermethylated	Hypermethylated	Concordant
cg25554740	chr10	133233829	133233830	NA	Hypomethylated	Hypomethylated	Concordant
cg04215475	chr10	133236487	133236488	VENTX	Hypermethylated	Hypermethylated	Concordant
cg04652645	chr10	133236495	133236496	VENTX	Hypermethylated	Hypermethylated	Concordant
cg22546168	chr10	133236822	133236823	VENTX	Hypermethylated	Hypermethylated	Concordant
cg03002848	chr10	133236839	133236840	VENTX	Hypermethylated	Hypermethylated	Concordant
cg02317400	chr10	133236841	133236842	VENTX	Hypermethylated	Hypermethylated	Concordant
cg19580752	chr10	133236851	133236852	VENTX	Hypermethylated	Hypermethylated	Concordant
cg00162806	chr10	133238425	133238426	VENTX	Hypermethylated	Hypermethylated	Concordant
cg23097079	chr10	133241463	133241464	VENTX	Hypomethylated	Hypomethylated	Concordant
cg12623045	chr10	133253945	133253946	NA	Hypomethylated	Hypomethylated	Concordant
cg15856055	chr10	133307791	133307792	TUBGCP2;ZNF511	Hypomethylated	Hypomethylated	Concordant
cg11716598	chr10	133326212	133326213	CALY;PRAP1	Hypermethylated	Hypermethylated	Concordant
cg05670004	chr10	133446061	133446062	NA	Hypermethylated	Hypermethylated	Concordant
cg16692735	chr10	133446356	133446357	NA	Hypermethylated	Hypermethylated	Concordant
cg06999856	chr10	133446666	133446667	NA	Hypermethylated	Hypermethylated	Concordant
cg19623624	chr10	133465397	133465398	SCART1	Hypermethylated	Hypermethylated	Concordant
cg19904058	chr10	133465506	133465507	SCART1	Hypermethylated	Hypermethylated	Concordant
cg07381788	chr10	133526941	133526942	CYP2E1;RP11-108K14.12	Hypomethylated	Hypomethylated	Concordant
cg27214960	chr10	133529776	133529777	CYP2E1	Hypermethylated	Hypermethylated	Concordant
cg16538390	chr10	133531413	133531414	CYP2E1	Hypomethylated	Hypomethylated	Concordant
cg20087519	chr10	133565738	133565739	SYCE1	Hypermethylated	Hypermethylated	Concordant
cg20219790	chr10	133620496	133620497	NA	Hypomethylated	Hypomethylated	Concordant
cg14821322	chr11	216570	216571	SIRT3	Hypomethylated	Hypomethylated	Concordant
cg02443306	chr11	268923	268924	NA	Hypomethylated	Hypomethylated	Concordant
cg13185005	chr11	268950	268951	NA	Hypomethylated	Hypomethylated	Concordant
cg11717054	chr11	279423	279424	NLRP6	Hypermethylated	Hypermethylated	Concordant
cg09026253	chr11	313267	313268	IFITM1;IFITM2	Hypomethylated	Hypomethylated	Concordant
cg11694510	chr11	313354	313355	IFITM1;IFITM2	Hypomethylated	Hypomethylated	Concordant
cg21686213	chr11	315118	315119	IFITM1;IFITM2	Hypomethylated	Hypomethylated	Concordant
cg09929763	chr11	358332	358333	NA	Hypermethylated	Hypomethylated	Discordant
cg21547628	chr11	364623	364624	NA	Hypomethylated	Hypomethylated	Concordant
cg06144018	chr11	391923	391924	PKP3	Hypermethylated	Hypomethylated	Discordant
cg06267084	chr11	392508	392509	PKP3	Hypermethylated	Hypomethylated	Discordant
cg24982763	chr11	392562	392563	PKP3	Hypermethylated	Hypomethylated	Discordant
cg20992002	chr11	393328	393329	PKP3	Hypomethylated	Hypomethylated	Concordant
cg03638937	chr11	393570	393571	PKP3	Hypomethylated	Hypomethylated	Concordant
cg05214427	chr11	393938	393939	PKP3	Hypomethylated	Hypomethylated	Concordant
cg00221668	chr11	394072	394073	PKP3	Hypomethylated	Hypomethylated	Concordant
cg08314660	chr11	394199	394200	PKP3	Hypomethylated	Hypomethylated	Concordant
cg18351999	chr11	406901	406902	SIGIRR	Hypermethylated	Hypomethylated	Discordant
cg02420146	chr11	407622	407623	SIGIRR	Hypermethylated	Hypomethylated	Discordant
cg27420135	chr11	425289	425290	ANO9	Hypermethylated	Hypermethylated	Concordant
cg21134090	chr11	455955	455956	PTDSS2	Hypomethylated	Hypomethylated	Concordant
cg16124920	chr11	456063	456064	PTDSS2	Hypomethylated	Hypomethylated	Concordant
cg06415550	chr11	456082	456083	PTDSS2	Hypomethylated	Hypomethylated	Concordant
cg08251761	chr11	470197	470198	PTDSS2	Hypomethylated	Hypermethylated	Discordant
cg18732172	chr11	504301	504302	RNH1	Hypermethylated	Hypermethylated	Concordant
cg15661311	chr11	504551	504552	RNH1	Hypermethylated	Hypermethylated	Concordant
cg01704474	chr11	504918	504919	RNH1	Hypermethylated	Hypermethylated	Concordant
cg20813589	chr11	504930	504931	RNH1	Hypermethylated	Hypermethylated	Concordant
cg20285974	chr11	526362	526363	NA	Hypomethylated	Hypomethylated	Concordant
cg21106505	chr11	562547	562548	RASSF7	Hypomethylated	Hypermethylated	Discordant
cg17114584	chr11	613792	613793	IRF7	Hypomethylated	Hypomethylated	Concordant
cg25774643	chr11	627175	627176	CDHR5;SCT	Hypermethylated	Hypermethylated	Concordant
cg14433983	chr11	636460	636461	DRD4	Hypermethylated	Hypermethylated	Concordant
cg08726248	chr11	637032	637033	DRD4	Hypermethylated	Hypermethylated	Concordant
cg23501406	chr11	637035	637036	DRD4	Hypermethylated	Hypermethylated	Concordant
cg15861585	chr11	637038	637039	DRD4	Hypermethylated	Hypermethylated	Concordant
cg20931042	chr11	637162	637163	DRD4	Hypermethylated	Hypermethylated	Concordant
cg06825142	chr11	637170	637171	DRD4	Hypermethylated	Hypermethylated	Concordant
cg00556112	chr11	637173	637174	DRD4	Hypermethylated	Hypermethylated	Concordant
cg12928379	chr11	637175	637176	DRD4	Hypermethylated	Hypermethylated	Concordant
cg09607276	chr11	637491	637492	DRD4	Hypermethylated	Hypermethylated	Concordant
cg11335335	chr11	637885	637886	DRD4	Hypermethylated	Hypermethylated	Concordant
cg03855291	chr11	639423	639424	DRD4	Hypermethylated	Hypermethylated	Concordant
cg16029939	chr11	640328	640329	DRD4	Hypermethylated	Hypermethylated	Concordant
cg24710179	chr11	642975	642976	NA	Hypomethylated	Hypomethylated	Concordant
cg07161179	chr11	698201	698202	DEAF1;EPS8L2;TMEM80	Hypermethylated	Hypomethylated	Discordant
cg09532898	chr11	721242	721243	AP006621.9;EPS8L2	Hypermethylated	Hypermethylated	Concordant
cg18089519	chr11	763339	763340	TALDO1	Hypomethylated	Hypomethylated	Concordant
cg01741372	chr11	783889	783890	AP006621.5	Hypermethylated	Hypermethylated	Concordant
cg06085985	chr11	830527	830528	AP006621.8;CRACR2B	Hypermethylated	Hypomethylated	Discordant
cg06179011	chr11	843897	843898	POLR2L;TSPAN4	Hypermethylated	Hypermethylated	Concordant
cg26071135	chr11	843943	843944	POLR2L;TSPAN4	Hypermethylated	Hypermethylated	Concordant
cg04552852	chr11	844390	844391	TSPAN4	Hypermethylated	Hypermethylated	Concordant
cg12464638	chr11	844400	844401	TSPAN4	Hypermethylated	Hypermethylated	Concordant
cg01636582	chr11	844593	844594	TSPAN4	Hypermethylated	Hypermethylated	Concordant
cg12731773	chr11	846055	846056	TSPAN4	Hypermethylated	Hypermethylated	Concordant
cg16151451	chr11	849153	849154	TSPAN4	Hypomethylated	Hypomethylated	Concordant
cg00423364	chr11	850952	850953	TSPAN4	Hypermethylated	Hypomethylated	Discordant
cg12914733	chr11	955328	955329	AP2A2	Hypomethylated	Hypomethylated	Concordant
cg20736321	chr11	1029162	1029163	MUC6	Hypomethylated	Hypomethylated	Concordant
cg15203028	chr11	1029188	1029189	MUC6	Hypomethylated	Hypomethylated	Concordant
cg11247615	chr11	1029336	1029337	MUC6	Hypermethylated	Hypomethylated	Discordant
cg25083481	chr11	1034989	1034990	MUC6	Hypermethylated	Hypomethylated	Discordant
cg24404533	chr11	1036766	1036767	MUC6	Hypomethylated	Hypomethylated	Concordant
cg08771114	chr11	1043852	1043853	NA	Hypomethylated	Hypomethylated	Concordant
cg08128418	chr11	1043916	1043917	NA	Hypomethylated	Hypomethylated	Concordant
cg11153275	chr11	1043951	1043952	NA	Hypomethylated	Hypomethylated	Concordant
cg11247695	chr11	1074715	1074716	MUC2	Hypomethylated	Hypomethylated	Concordant
cg11024522	chr11	1074749	1074750	MUC2	Hypomethylated	Hypomethylated	Concordant
cg13911594	chr11	1074757	1074758	MUC2	Hypomethylated	Hypomethylated	Concordant
cg22166106	chr11	1084949	1084950	MUC2	Hypermethylated	Hypomethylated	Discordant
cg11072469	chr11	1085487	1085488	MUC2	Hypermethylated	Hypomethylated	Discordant
cg27483767	chr11	1104172	1104173	MUC2	Hypomethylated	Hypomethylated	Concordant
cg23296678	chr11	1105209	1105210	MUC2	Hypomethylated	Hypomethylated	Concordant
cg19520498	chr11	1108600	1108601	MUC2	Hypermethylated	Hypomethylated	Discordant
cg13625026	chr11	1152508	1152509	NA	Hypomethylated	Hypomethylated	Concordant
cg22021076	chr11	1161469	1161470	MUC5AC	Hypermethylated	Hypomethylated	Discordant
cg25780434	chr11	1194382	1194383	MUC5AC	Hypomethylated	Hypomethylated	Concordant
cg13472735	chr11	1194555	1194556	MUC5AC	Hypomethylated	Hypomethylated	Concordant
cg15075709	chr11	1196109	1196110	MUC5AC	Hypomethylated	Hypomethylated	Concordant
cg15899112	chr11	1207522	1207523	NA	Hypomethylated	Hypomethylated	Concordant
cg04497752	chr11	1207716	1207717	NA	Hypomethylated	Hypomethylated	Concordant
cg26775695	chr11	1208671	1208672	NA	Hypomethylated	Hypomethylated	Concordant
cg04067284	chr11	1217196	1217197	NA	Hypomethylated	Hypomethylated	Concordant
cg03609102	chr11	1223303	1223304	MUC5B	Hypomethylated	Hypomethylated	Concordant
cg17676428	chr11	1292812	1292813	TOLLIP	Hypermethylated	Hypermethylated	Concordant
cg26080154	chr11	1292998	1292999	TOLLIP	Hypermethylated	Hypermethylated	Concordant
cg10379476	chr11	1307249	1307250	TOLLIP	Hypermethylated	Hypomethylated	Discordant
cg16472011	chr11	1307256	1307257	TOLLIP	Hypermethylated	Hypomethylated	Discordant
cg13858747	chr11	1310601	1310602	TOLLIP;TOLLIP-AS1	Hypomethylated	Hypomethylated	Concordant
cg19389884	chr11	1337285	1337286	NA	Hypermethylated	Hypermethylated	Concordant
cg01097384	chr11	1337445	1337446	NA	Hypermethylated	Hypermethylated	Concordant
cg15956558	chr11	1338973	1338974	NA	Hypermethylated	Hypomethylated	Discordant
cg03134809	chr11	1343781	1343782	NA	Hypomethylated	Hypomethylated	Concordant
cg01998856	chr11	1344362	1344363	NA	Hypomethylated	Hypomethylated	Concordant
cg26090849	chr11	1354100	1354101	NA	Hypomethylated	Hypomethylated	Concordant
cg07236001	chr11	1371130	1371131	NA	Hypomethylated	Hypomethylated	Concordant
cg16414796	chr11	1392660	1392661	BRSK2	Hypomethylated	Hypomethylated	Concordant
cg12405684	chr11	1393397	1393398	BRSK2	Hypomethylated	Hypomethylated	Concordant
cg16793525	chr11	1401089	1401090	BRSK2	Hypomethylated	Hypomethylated	Concordant
cg25931491	chr11	1401238	1401239	BRSK2	Hypomethylated	Hypomethylated	Concordant
cg14306344	chr11	1406064	1406065	BRSK2	Hypomethylated	Hypomethylated	Concordant
cg25836589	chr11	1414766	1414767	BRSK2	Hypomethylated	Hypomethylated	Concordant
cg14321058	chr11	1414947	1414948	BRSK2	Hypomethylated	Hypomethylated	Concordant
cg01758799	chr11	1425116	1425117	BRSK2	Hypomethylated	Hypomethylated	Concordant
cg11724511	chr11	1434238	1434239	BRSK2	Hypomethylated	Hypomethylated	Concordant
cg19613205	chr11	1437184	1437185	BRSK2	Hypermethylated	Hypomethylated	Discordant
cg08012275	chr11	1443070	1443071	BRSK2	Hypomethylated	Hypomethylated	Concordant
cg09600088	chr11	1443255	1443256	BRSK2	Hypomethylated	Hypomethylated	Concordant
cg24029994	chr11	1450180	1450181	BRSK2	Hypomethylated	Hypomethylated	Concordant
cg03695103	chr11	1450364	1450365	BRSK2	Hypomethylated	Hypomethylated	Concordant
cg11772193	chr11	1450461	1450462	BRSK2	Hypomethylated	Hypomethylated	Concordant
cg01623485	chr11	1450469	1450470	BRSK2	Hypomethylated	Hypomethylated	Concordant
cg00446697	chr11	1521083	1521084	NA	Hypermethylated	Hypermethylated	Concordant
cg26774043	chr11	1625920	1625921	NA	Hypomethylated	Hypomethylated	Concordant
cg09431318	chr11	1630852	1630853	NA	Hypomethylated	Hypomethylated	Concordant
cg02952849	chr11	1648048	1648049	NA	Hypomethylated	Hypomethylated	Concordant
cg19547124	chr11	1648146	1648147	NA	Hypomethylated	Hypomethylated	Concordant
cg18286323	chr11	1649075	1649076	NA	Hypomethylated	Hypomethylated	Concordant
cg04790169	chr11	1652206	1652207	NA	Hypomethylated	Hypomethylated	Concordant
cg10290988	chr11	1652536	1652537	NA	Hypomethylated	Hypomethylated	Concordant
cg00367424	chr11	1652605	1652606	NA	Hypomethylated	Hypomethylated	Concordant
cg14909325	chr11	1653540	1653541	NA	Hypomethylated	Hypomethylated	Concordant
cg20299572	chr11	1729533	1729534	NA	Hypomethylated	Hypomethylated	Concordant
cg10052164	chr11	1729709	1729710	NA	Hypomethylated	Hypomethylated	Concordant
cg10900641	chr11	1746563	1746564	IFITM10	Hypermethylated	Hypomethylated	Discordant
cg23598212	chr11	1748059	1748060	IFITM10;RP11-295K3.1	Hypermethylated	Hypermethylated	Concordant
cg08269485	chr11	1748152	1748153	IFITM10;RP11-295K3.1	Hypermethylated	Hypermethylated	Concordant
cg19358397	chr11	1772788	1772789	NA	Hypomethylated	Hypomethylated	Concordant
cg16657886	chr11	1834272	1834273	SYT8	Hypomethylated	Hypomethylated	Concordant
cg09575189	chr11	1834331	1834332	SYT8	Hypomethylated	Hypomethylated	Concordant
cg24331162	chr11	1834435	1834436	SYT8	Hypomethylated	Hypomethylated	Concordant
cg19280572	chr11	1852654	1852655	LSP1	Hypomethylated	Hypomethylated	Concordant
cg07237979	chr11	1852787	1852788	LSP1	Hypomethylated	Hypomethylated	Concordant
cg05305434	chr11	1852819	1852820	LSP1	Hypomethylated	Hypomethylated	Concordant
cg07277017	chr11	1852863	1852864	LSP1	Hypomethylated	Hypomethylated	Concordant
cg04948649	chr11	1880518	1880519	LSP1	Hypermethylated	Hypomethylated	Discordant
cg22624391	chr11	1916227	1916228	NA	Hypomethylated	Hypomethylated	Concordant
cg06124793	chr11	1918495	1918496	TNNT3	Hypomethylated	Hypomethylated	Concordant
cg02821464	chr11	1924377	1924378	TNNT3	Hypomethylated	Hypomethylated	Concordant
cg08337959	chr11	1927703	1927704	TNNT3	Hypermethylated	Hypomethylated	Discordant
cg04258133	chr11	1932431	1932432	TNNT3	Hypomethylated	Hypomethylated	Concordant
cg09833701	chr11	1937821	1937822	TNNT3	Hypomethylated	Hypomethylated	Concordant
cg04052013	chr11	1938016	1938017	TNNT3	Hypomethylated	Hypomethylated	Concordant
cg06498964	chr11	1960034	1960035	MRPL23	Hypomethylated	Hypomethylated	Concordant
cg13247673	chr11	1962010	1962011	MRPL23	Hypomethylated	Hypomethylated	Concordant
cg01661777	chr11	1962078	1962079	MRPL23	Hypomethylated	Hypomethylated	Concordant
cg15708618	chr11	1972887	1972888	MRPL23	Hypomethylated	Hypomethylated	Concordant
cg10574843	chr11	1973672	1973673	MRPL23	Hypomethylated	Hypomethylated	Concordant
cg18297705	chr11	1973697	1973698	MRPL23	Hypomethylated	Hypomethylated	Concordant
cg07731047	chr11	1973747	1973748	MRPL23	Hypomethylated	Hypomethylated	Concordant
cg08273750	chr11	1990052	1990053	LINC01219;MRPL23-AS1	Hypomethylated	Hypomethylated	Concordant
cg04859117	chr11	1990111	1990112	LINC01219;MRPL23-AS1	Hypomethylated	Hypomethylated	Concordant
cg18716210	chr11	1990116	1990117	LINC01219;MRPL23-AS1	Hypomethylated	Hypomethylated	Concordant
cg01641514	chr11	1992231	1992232	LINC01219	Hypomethylated	Hypomethylated	Concordant
cg26350007	chr11	1992294	1992295	LINC01219	Hypomethylated	Hypomethylated	Concordant
cg26857192	chr11	1996709	1996710	H19;H19_2;H19_3	Hypomethylated	Hypomethylated	Concordant
cg26982968	chr11	2008132	2008133	NA	Hypomethylated	Hypomethylated	Concordant
cg05487290	chr11	2008308	2008309	NA	Hypomethylated	Hypomethylated	Concordant
cg01252398	chr11	2008458	2008459	NA	Hypomethylated	Hypomethylated	Concordant
cg18143317	chr11	2015894	2015895	NA	Hypomethylated	Hypomethylated	Concordant
cg25296222	chr11	2015943	2015944	NA	Hypomethylated	Hypomethylated	Concordant
cg03159660	chr11	2056967	2056968	NA	Hypomethylated	Hypomethylated	Concordant
cg20768326	chr11	2064828	2064829	NA	Hypomethylated	Hypomethylated	Concordant
cg02688359	chr11	2072538	2072539	NA	Hypomethylated	Hypomethylated	Concordant
cg02343602	chr11	2105857	2105858	NA	Hypomethylated	Hypomethylated	Concordant
cg07194984	chr11	2107541	2107542	NA	Hypomethylated	Hypomethylated	Concordant
cg12752325	chr11	2116645	2116646	NA	Hypomethylated	Hypomethylated	Concordant
cg06534208	chr11	2121612	2121613	NA	Hypomethylated	Hypomethylated	Concordant
cg06676088	chr11	2129457	2129458	AC132217.4;IGF2	Hypomethylated	Hypomethylated	Concordant
cg23889607	chr11	2129672	2129673	AC132217.4;IGF2	Hypomethylated	Hypomethylated	Concordant
cg26913576	chr11	2130468	2130469	AC132217.4;IGF2	Hypomethylated	Hypomethylated	Concordant
cg09503234	chr11	2130491	2130492	AC132217.4;IGF2	Hypomethylated	Hypomethylated	Concordant
cg06029905	chr11	2134291	2134292	IGF2;INS-IGF2;MIR483	Hypomethylated	Hypomethylated	Concordant
cg23676551	chr11	2140144	2140145	IGF2;IGF2-AS;INS-IGF2	Hypermethylated	Hypermethylated	Concordant
cg15393937	chr11	2140153	2140154	IGF2;IGF2-AS;INS-IGF2	Hypermethylated	Hypermethylated	Concordant
cg22287492	chr11	2140181	2140182	IGF2;IGF2-AS;INS-IGF2	Hypermethylated	Hypermethylated	Concordant
cg13791131	chr11	2140662	2140663	IGF2;IGF2-AS;INS-IGF2	Hypermethylated	Hypermethylated	Concordant
cg25574024	chr11	2140664	2140665	IGF2;IGF2-AS;INS-IGF2	Hypermethylated	Hypermethylated	Concordant
cg05444816	chr11	2141176	2141177	IGF2;IGF2-AS;INS-IGF2	Hypermethylated	Hypermethylated	Concordant
cg22225943	chr11	2141306	2141307	IGF2;IGF2-AS;INS-IGF2	Hypermethylated	Hypermethylated	Concordant
cg02425416	chr11	2142578	2142579	IGF2;IGF2-AS;INS-IGF2	Hypomethylated	Hypomethylated	Concordant
